Source Resource,Source ID,Source Name,Mapping Type,Target Resource,Target ID,Target Name
wikipathways,WP3585,Cytosine methylation,isPartOf,reactome,R-HSA-156581,Methylation
reactome,R-HSA-69563,p53-Dependent G1 DNA Damage Response,isPartOf,wikipathways,WP707,DNA Damage Response
reactome,R-HSA-73893,DNA Damage Bypass,isPartOf,wikipathways,WP707,DNA Damage Response
reactome,R-HSA-69610,p53-Independent DNA Damage Response,isPartOf,wikipathways,WP707,DNA Damage Response
reactome,R-HSA-69615,G1/S DNA Damage Checkpoints,isPartOf,wikipathways,WP707,DNA Damage Response
reactome,R-HSA-73942,DNA Damage Reversal,isPartOf,wikipathways,WP707,DNA Damage Response
reactome,R-HSA-112412,SOS-mediated signalling,isPartOf,wikipathways,WP710,DNA Damage Response (only ATM dependent)
wikipathways,WP3959,DNA IR-Double Strand Breaks (DSBs) and cellular response via ATM,isPartOf,reactome,R-HSA-73894,DNA Repair
wikipathways,WP3959,DNA IR-Double Strand Breaks (DSBs) and cellular response via ATM,isPartOf,reactome,R-HSA-5693606,DNA Double Strand Break Response
wikipathways,WP4016,DNA IR-damage and cellular response via ATR,isPartOf,reactome,R-HSA-5693548,Sensing of DNA Double Strand Breaks
wikipathways,WP4016,DNA IR-damage and cellular response via ATR,isPartOf,reactome,R-HSA-73894,DNA Repair
wikipathways,WP466,DNA Replication,equivalentTo,reactome,R-HSA-69306,DNA Replication
wikipathways,WP4153,"Degradation pathway of sphingolipids, including diseases",isPartOf,reactome,R-HSA-428157,Sphingolipid metabolism
wikipathways,WP4153,"Degradation pathway of sphingolipids, including diseases",isPartOf,reactome,R-HSA-1430728,Metabolism
wikipathways,WP4153,"Degradation pathway of sphingolipids, including diseases",isPartOf,reactome,R-HSA-556833,Metabolism of lipids
wikipathways,WP4153,"Degradation pathway of sphingolipids, including diseases",isPartOf,reactome,R-HSA-1660662,Glycosphingolipid metabolism
wikipathways,WP3892,Development of pulmonary dendritic cells and macrophage subsets,isPartOf,reactome,R-HSA-168256,Immune System
wikipathways,WP2491,Diclofenac Metabolic Pathway,isPartOf,reactome,R-HSA-1430728,Metabolism
wikipathways,WP2491,Diclofenac Metabolic Pathway,isPartOf,reactome,R-HSA-211897,Cytochrome P450 - arranged by substrate type
reactome,R-HSA-381340,Transcriptional regulation of white adipocyte differentiation,isPartOf,wikipathways,WP2895,Differentiation of white and brown adipocyte
wikipathways,WP2895,Differentiation of white and brown adipocyte,isPartOf,reactome,R-HSA-1266738,Developmental Biology
reactome,R-HSA-140179,Amine Oxidase reactions,isPartOf,wikipathways,WP2436,Dopamine metabolism
reactome,R-HSA-390651,Dopamine receptors,isPartOf,wikipathways,WP2436,Dopamine metabolism
reactome,R-HSA-379398,Enzymatic degradation of Dopamine by monoamine oxidase,isPartOf,wikipathways,WP2436,Dopamine metabolism
wikipathways,WP2436,Dopamine metabolism,isPartOf,reactome,R-HSA-1430728,Metabolism
reactome,R-HSA-379397,Enzymatic degradation of dopamine by COMT,isPartOf,wikipathways,WP2436,Dopamine metabolism
reactome,R-HSA-141333,Biogenic amines are oxidatively deaminated to aldehydes by MAOA and MAOB,isPartOf,wikipathways,WP2436,Dopamine metabolism
reactome,R-HSA-379401,Dopamine clearance from the synaptic cleft,isPartOf,wikipathways,WP2436,Dopamine metabolism
wikipathways,WP3300,Dual hijack model of Vif in HIV infection,isPartOf,reactome,R-HSA-162906,HIV Infection
reactome,R-HSA-180336,SHC1 events in EGFR signaling,isPartOf,wikipathways,WP437,EGF/EGFR Signaling Pathway
reactome,R-HSA-182971,EGFR downregulation,isPartOf,wikipathways,WP437,EGF/EGFR Signaling Pathway
reactome,R-HSA-1251932,PLCG1 events in ERBB2 signaling,isPartOf,wikipathways,WP437,EGF/EGFR Signaling Pathway
wikipathways,WP437,EGF/EGFR Signaling Pathway,isPartOf,reactome,R-HSA-212718,EGFR interacts with phospholipase C-gamma
reactome,R-HSA-212718,EGFR interacts with phospholipase C-gamma,isPartOf,wikipathways,WP437,EGF/EGFR Signaling Pathway
wikipathways,WP437,EGF/EGFR Signaling Pathway,isPartOf,reactome,R-HSA-5638303,Inhibition of Signaling by Overexpressed EGFR
reactome,R-HSA-5638303,Inhibition of Signaling by Overexpressed EGFR,isPartOf,wikipathways,WP437,EGF/EGFR Signaling Pathway
reactome,R-HSA-179812,GRB2 events in EGFR signaling,isPartOf,wikipathways,WP437,EGF/EGFR Signaling Pathway
reactome,R-HSA-2179392,EGFR Transactivation by Gastrin,isPartOf,wikipathways,WP437,EGF/EGFR Signaling Pathway
reactome,R-HSA-392154,Nitric oxide stimulates guanylate cyclase,isPartOf,wikipathways,WP1995,Effects of Nitric Oxide
wikipathways,WP167,Eicosanoid Synthesis,isPartOf,reactome,R-HSA-2142753,Arachidonic acid metabolism
wikipathways,WP167,Eicosanoid Synthesis,isPartOf,reactome,R-HSA-211979,Eicosanoids
wikipathways,WP167,Eicosanoid Synthesis,isPartOf,reactome,R-HSA-556833,Metabolism of lipids
wikipathways,WP167,Eicosanoid Synthesis,isPartOf,reactome,R-HSA-1430728,Metabolism
wikipathways,WP111,Electron Transport Chain,equivalentTo,reactome,R-HSA-611105,Respiratory electron transport
reactome,R-HSA-8941284,RUNX2 regulates chondrocyte maturation,isPartOf,wikipathways,WP474,Endochondral Ossification
reactome,R-HSA-442717,CREB phosphorylation through the activation of CaMKK,isPartOf,wikipathways,WP1541,Energy Metabolism
reactome,R-HSA-111932,CaMK IV-mediated phosphorylation of CREB,isPartOf,wikipathways,WP1541,Energy Metabolism
wikipathways,WP1541,Energy Metabolism,isPartOf,reactome,R-HSA-1430728,Metabolism
reactome,R-HSA-1592230,Mitochondrial biogenesis,isPartOf,wikipathways,WP1541,Energy Metabolism
reactome,R-HSA-212718,EGFR interacts with phospholipase C-gamma,isPartOf,wikipathways,WP673,ErbB Signaling Pathway
reactome,R-HSA-1227986,Signaling by ERBB2,isPartOf,wikipathways,WP673,ErbB Signaling Pathway
reactome,R-HSA-1250347,SHC1 events in ERBB4 signaling,isPartOf,wikipathways,WP673,ErbB Signaling Pathway
reactome,R-HSA-1963642,PI3K events in ERBB2 signaling,isPartOf,wikipathways,WP673,ErbB Signaling Pathway
reactome,R-HSA-6785631,ERBB2 Regulates Cell Motility,isPartOf,wikipathways,WP673,ErbB Signaling Pathway
reactome,R-HSA-8847993,ERBB2 Activates PTK6 Signaling,isPartOf,wikipathways,WP673,ErbB Signaling Pathway
reactome,R-HSA-180336,SHC1 events in EGFR signaling,isPartOf,wikipathways,WP673,ErbB Signaling Pathway
reactome,R-HSA-1236382,Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,isPartOf,wikipathways,WP673,ErbB Signaling Pathway
reactome,R-HSA-1250342,PI3K events in ERBB4 signaling,isPartOf,wikipathways,WP673,ErbB Signaling Pathway
reactome,R-HSA-1251932,PLCG1 events in ERBB2 signaling,isPartOf,wikipathways,WP673,ErbB Signaling Pathway
reactome,R-HSA-1643713,Signaling by EGFR in Cancer,isPartOf,wikipathways,WP673,ErbB Signaling Pathway
reactome,R-HSA-5638303,Inhibition of Signaling by Overexpressed EGFR,isPartOf,wikipathways,WP673,ErbB Signaling Pathway
reactome,R-HSA-1250196,SHC1 events in ERBB2 signaling,isPartOf,wikipathways,WP673,ErbB Signaling Pathway
reactome,R-HSA-179812,GRB2 events in EGFR signaling,isPartOf,wikipathways,WP673,ErbB Signaling Pathway
reactome,R-HSA-2179392,EGFR Transactivation by Gastrin,isPartOf,wikipathways,WP673,ErbB Signaling Pathway
reactome,R-HSA-5638302,Signaling by Overexpressed Wild-Type EGFR in Cancer,isPartOf,wikipathways,WP673,ErbB Signaling Pathway
reactome,R-HSA-1306955,GRB7 events in ERBB2 signaling,isPartOf,wikipathways,WP673,ErbB Signaling Pathway
reactome,R-HSA-5637815,Signaling by Ligand-Responsive EGFR Variants in Cancer,isPartOf,wikipathways,WP673,ErbB Signaling Pathway
reactome,R-HSA-1963640,GRB2 events in ERBB2 signaling,isPartOf,wikipathways,WP673,ErbB Signaling Pathway
wikipathways,WP697,Estrogen metabolism,isPartOf,reactome,R-HSA-1430728,Metabolism
wikipathways,WP314,Fas Ligand (FasL) pathway and Stress induction of Heat Shock Proteins (HSP) regulation,isPartOf,reactome,R-HSA-140534,Ligand-dependent caspase activation
wikipathways,WP314,Fas Ligand (FasL) pathway and Stress induction of Heat Shock Proteins (HSP) regulation,isPartOf,reactome,R-HSA-109581,Apoptosis
wikipathways,WP314,Fas Ligand (FasL) pathway and Stress induction of Heat Shock Proteins (HSP) regulation,isPartOf,reactome,R-HSA-5357801,Programmed Cell Death
wikipathways,WP314,Fas Ligand (FasL) pathway and Stress induction of Heat Shock Proteins (HSP) regulation,isPartOf,reactome,R-HSA-211736,Stimulation of the cell death response by PAK-2p34
reactome,R-HSA-75157,FasL/ CD95L signaling,isPartOf,wikipathways,WP314,Fas Ligand (FasL) pathway and Stress induction of Heat Shock Proteins (HSP) regulation
wikipathways,WP314,Fas Ligand (FasL) pathway and Stress induction of Heat Shock Proteins (HSP) regulation,isPartOf,reactome,R-HSA-111458,Formation of apoptosome
wikipathways,WP143,Fatty Acid Beta Oxidation,equivalentTo,reactome,R-HSA-77289,Mitochondrial Fatty Acid Beta-Oxidation
reactome,R-HSA-77350,Beta oxidation of hexanoyl-CoA to butanoyl-CoA,isPartOf,wikipathways,WP143,Fatty Acid Beta Oxidation
reactome,R-HSA-77352,Beta oxidation of butanoyl-CoA to acetyl-CoA,isPartOf,wikipathways,WP143,Fatty Acid Beta Oxidation
reactome,R-HSA-77286,mitochondrial fatty acid beta-oxidation of saturated fatty acids,isPartOf,wikipathways,WP143,Fatty Acid Beta Oxidation
reactome,R-HSA-77310,Beta oxidation of lauroyl-CoA to decanoyl-CoA-CoA,isPartOf,wikipathways,WP143,Fatty Acid Beta Oxidation
reactome,R-HSA-77346,Beta oxidation of decanoyl-CoA to octanoyl-CoA-CoA,isPartOf,wikipathways,WP143,Fatty Acid Beta Oxidation
reactome,R-HSA-77305,Beta oxidation of palmitoyl-CoA to myristoyl-CoA,isPartOf,wikipathways,WP143,Fatty Acid Beta Oxidation
wikipathways,WP143,Fatty Acid Beta Oxidation,isPartOf,reactome,R-HSA-8978868,Fatty acid metabolism
reactome,R-HSA-77288,mitochondrial fatty acid beta-oxidation of unsaturated fatty acids,isPartOf,wikipathways,WP143,Fatty Acid Beta Oxidation
reactome,R-HSA-77285,Beta oxidation of myristoyl-CoA to lauroyl-CoA,isPartOf,wikipathways,WP143,Fatty Acid Beta Oxidation
wikipathways,WP143,Fatty Acid Beta Oxidation,isPartOf,reactome,R-HSA-1430728,Metabolism
wikipathways,WP143,Fatty Acid Beta Oxidation,isPartOf,reactome,R-HSA-77289,Mitochondrial Fatty Acid Beta-Oxidation
reactome,R-HSA-77348,Beta oxidation of octanoyl-CoA to hexanoyl-CoA,isPartOf,wikipathways,WP143,Fatty Acid Beta Oxidation
wikipathways,WP143,Fatty Acid Beta Oxidation,isPartOf,reactome,R-HSA-556833,Metabolism of lipids
wikipathways,WP357,Fatty Acid Biosynthesis,isPartOf,reactome,R-HSA-556833,Metabolism of lipids
