Source Resource,Source ID,Source Name,Mapping Type,Target Resource,Target ID,Target Name
kegg,path:hsa00590,Arachidonic acid metabolism - Homo sapiens (human),equivalentTo,reactome,R-HSA-2142753,Arachidonic acid metabolism
reactome,R-HSA-70688,Proline catabolism,isPartOf,kegg,path:hsa00330,Arginine and proline metabolism - Homo sapiens (human)
kegg,path:hsa00330,Arginine and proline metabolism - Homo sapiens (human),isPartOf,reactome,R-HSA-1430728,Metabolism
kegg,path:hsa00330,Arginine and proline metabolism - Homo sapiens (human),isPartOf,reactome,R-HSA-71291,Metabolism of amino acids and derivatives
kegg,path:hsa00220,Arginine biosynthesis - Homo sapiens (human),isPartOf,reactome,R-HSA-1430728,Metabolism
kegg,path:hsa00220,Arginine biosynthesis - Homo sapiens (human),isPartOf,reactome,R-HSA-71291,Metabolism of amino acids and derivatives
kegg,path:hsa00220,Arginine biosynthesis - Homo sapiens (human),isPartOf,reactome,R-HSA-70635,Urea cycle
kegg,path:hsa00053,Ascorbate and aldarate metabolism - Homo sapiens (human),isPartOf,reactome,R-HSA-1430728,Metabolism
kegg,path:hsa04136,Autophagy - other - Homo sapiens (human),equivalentTo,reactome,R-HSA-1632852,Macroautophagy
kegg,path:hsa04136,Autophagy - other - Homo sapiens (human),isPartOf,reactome,R-HSA-168256,Immune System
reactome,R-HSA-8953897,Cellular responses to external stimuli,isPartOf,kegg,path:hsa04136,Autophagy - other - Homo sapiens (human)
kegg,path:hsa04360,Axon guidance - Homo sapiens (human),equivalentTo,reactome,R-HSA-422475,Axon guidance
kegg,path:hsa04662,B cell receptor signaling pathway - Homo sapiens (human),equivalentTo,reactome,R-HSA-983705,Signaling by the B Cell Receptor (BCR)
kegg,path:hsa04662,B cell receptor signaling pathway - Homo sapiens (human),isPartOf,reactome,R-HSA-1280218,Adaptive Immune System
kegg,path:hsa04662,B cell receptor signaling pathway - Homo sapiens (human),isPartOf,reactome,R-HSA-168256,Immune System
reactome,R-HSA-6807505,RNA polymerase II transcribes snRNA genes,isPartOf,kegg,path:hsa03022,Basal transcription factors - Homo sapiens (human)
reactome,R-HSA-674695,RNA Polymerase II Pre-transcription Events,isPartOf,kegg,path:hsa03022,Basal transcription factors - Homo sapiens (human)
reactome,R-HSA-73776,RNA Polymerase II Promoter Escape,isPartOf,kegg,path:hsa03022,Basal transcription factors - Homo sapiens (human)
reactome,R-HSA-167160,RNA Pol II CTD phosphorylation and interaction with CE during HIV infection,isPartOf,kegg,path:hsa03022,Basal transcription factors - Homo sapiens (human)
kegg,path:hsa03022,Basal transcription factors - Homo sapiens (human),isPartOf,reactome,R-HSA-73857,RNA Polymerase II Transcription
reactome,R-HSA-77075,RNA Pol II CTD phosphorylation and interaction with CE,isPartOf,kegg,path:hsa03022,Basal transcription factors - Homo sapiens (human)
kegg,path:hsa03022,Basal transcription factors - Homo sapiens (human),isPartOf,reactome,R-HSA-212436,Generic Transcription Pathway
reactome,R-HSA-75953,RNA Polymerase II Transcription Initiation,isPartOf,kegg,path:hsa03022,Basal transcription factors - Homo sapiens (human)
reactome,R-HSA-167162,RNA Polymerase II HIV Promoter Escape,isPartOf,kegg,path:hsa03022,Basal transcription factors - Homo sapiens (human)
kegg,path:hsa03022,Basal transcription factors - Homo sapiens (human),isPartOf,reactome,R-HSA-8953854,Metabolism of RNA
reactome,R-HSA-73863,RNA Polymerase I Transcription Termination,isPartOf,kegg,path:hsa03022,Basal transcription factors - Homo sapiens (human)
reactome,R-HSA-73772,RNA Polymerase I Promoter Escape,isPartOf,kegg,path:hsa03022,Basal transcription factors - Homo sapiens (human)
reactome,R-HSA-73857,RNA Polymerase II Transcription,isPartOf,kegg,path:hsa03022,Basal transcription factors - Homo sapiens (human)
reactome,R-HSA-73779,RNA Polymerase II Transcription Pre-Initiation And Promoter Opening,isPartOf,kegg,path:hsa03022,Basal transcription factors - Homo sapiens (human)
kegg,path:hsa03022,Basal transcription factors - Homo sapiens (human),isPartOf,reactome,R-HSA-74160,Gene expression (Transcription)
reactome,R-HSA-76042,RNA Polymerase II Transcription Initiation And Promoter Clearance,isPartOf,kegg,path:hsa03022,Basal transcription factors - Homo sapiens (human)
kegg,path:hsa03410,Base excision repair - Homo sapiens (human),equivalentTo,reactome,R-HSA-73884,Base Excision Repair
kegg,path:hsa04976,Bile secretion - Homo sapiens (human),isPartOf,reactome,R-HSA-8935690,Digestion
reactome,R-HSA-70614,Amino acid synthesis and interconversion (transamination),isPartOf,kegg,path:hsa01230,Biosynthesis of amino acids - Homo sapiens (human)
reactome,R-HSA-1614603,Cysteine formation from homocysteine,isPartOf,kegg,path:hsa01230,Biosynthesis of amino acids - Homo sapiens (human)
kegg,path:hsa01230,Biosynthesis of amino acids - Homo sapiens (human),isPartOf,reactome,R-HSA-1430728,Metabolism
reactome,R-HSA-70635,Urea cycle,isPartOf,kegg,path:hsa01230,Biosynthesis of amino acids - Homo sapiens (human)
reactome,R-HSA-71182,Phenylalanine and tyrosine catabolism,isPartOf,kegg,path:hsa01230,Biosynthesis of amino acids - Homo sapiens (human)
kegg,path:hsa01230,Biosynthesis of amino acids - Homo sapiens (human),isPartOf,reactome,R-HSA-71291,Metabolism of amino acids and derivatives
reactome,R-HSA-2046105,Linoleic acid (LA) metabolism,isPartOf,kegg,path:hsa01040,Biosynthesis of unsaturated fatty acids - Homo sapiens (human)
reactome,R-HSA-75105,Fatty acyl-CoA biosynthesis,isPartOf,kegg,path:hsa01040,Biosynthesis of unsaturated fatty acids - Homo sapiens (human)
reactome,R-HSA-75876,Synthesis of very long-chain fatty acyl-CoAs,isPartOf,kegg,path:hsa01040,Biosynthesis of unsaturated fatty acids - Homo sapiens (human)
kegg,path:hsa01040,Biosynthesis of unsaturated fatty acids - Homo sapiens (human),isPartOf,reactome,R-HSA-8978868,Fatty acid metabolism
kegg,path:hsa01040,Biosynthesis of unsaturated fatty acids - Homo sapiens (human),isPartOf,reactome,R-HSA-1430728,Metabolism
reactome,R-HSA-2142688,Synthesis of 5-eicosatetraenoic acids,isPartOf,kegg,path:hsa01040,Biosynthesis of unsaturated fatty acids - Homo sapiens (human)
kegg,path:hsa01040,Biosynthesis of unsaturated fatty acids - Homo sapiens (human),isPartOf,reactome,R-HSA-556833,Metabolism of lipids
kegg,path:hsa00780,Biotin metabolism - Homo sapiens (human),isPartOf,reactome,R-HSA-196780,Biotin transport and metabolism
reactome,R-HSA-77350,Beta oxidation of hexanoyl-CoA to butanoyl-CoA,isPartOf,kegg,path:hsa00650,Butanoate metabolism - Homo sapiens (human)
reactome,R-HSA-77352,Beta oxidation of butanoyl-CoA to acetyl-CoA,isPartOf,kegg,path:hsa00650,Butanoate metabolism - Homo sapiens (human)
kegg,path:hsa00650,Butanoate metabolism - Homo sapiens (human),isPartOf,reactome,R-HSA-1430728,Metabolism
kegg,path:hsa00232,Caffeine metabolism - Homo sapiens (human),isPartOf,reactome,R-HSA-1430728,Metabolism
reactome,R-HSA-139853,Elevation of cytosolic Ca2+ levels,isPartOf,kegg,path:hsa04020,Calcium signaling pathway - Homo sapiens (human)
reactome,R-HSA-111997,CaM pathway,isPartOf,kegg,path:hsa04020,Calcium signaling pathway - Homo sapiens (human)
reactome,R-HSA-418360,Platelet calcium homeostasis,isPartOf,kegg,path:hsa04020,Calcium signaling pathway - Homo sapiens (human)
reactome,R-HSA-442745,Activation of CaMK IV,isPartOf,kegg,path:hsa04020,Calcium signaling pathway - Homo sapiens (human)
reactome,R-HSA-418359,Reduction of cytosolic Ca++ levels,isPartOf,kegg,path:hsa04020,Calcium signaling pathway - Homo sapiens (human)
reactome,R-HSA-8963676,Intestinal absorption,isPartOf,kegg,path:hsa04973,Carbohydrate digestion and absorption - Homo sapiens (human)
reactome,R-HSA-189085,Digestion of dietary carbohydrate,isPartOf,kegg,path:hsa04973,Carbohydrate digestion and absorption - Homo sapiens (human)
reactome,R-HSA-5659898,Intestinal saccharidase deficiencies,isPartOf,kegg,path:hsa04973,Carbohydrate digestion and absorption - Homo sapiens (human)
reactome,R-HSA-8981373,Intestinal hexose absorption,isPartOf,kegg,path:hsa04973,Carbohydrate digestion and absorption - Homo sapiens (human)
reactome,R-HSA-8963743,Digestion and absorption,isPartOf,kegg,path:hsa04973,Carbohydrate digestion and absorption - Homo sapiens (human)
kegg,path:hsa01200,Carbon metabolism - Homo sapiens (human),equivalentTo,reactome,R-HSA-71387,Metabolism of carbohydrates
reactome,R-HSA-70326,Glucose metabolism,isPartOf,kegg,path:hsa01200,Carbon metabolism - Homo sapiens (human)
reactome,R-HSA-5652084,Fructose metabolism,isPartOf,kegg,path:hsa01200,Carbon metabolism - Homo sapiens (human)
kegg,path:hsa01200,Carbon metabolism - Homo sapiens (human),isPartOf,reactome,R-HSA-1430728,Metabolism
reactome,R-HSA-73843,5-Phosphoribose 1-diphosphate biosynthesis,isPartOf,kegg,path:hsa01200,Carbon metabolism - Homo sapiens (human)
reactome,R-HSA-8982491,Glycogen metabolism,isPartOf,kegg,path:hsa01200,Carbon metabolism - Homo sapiens (human)
reactome,R-HSA-71406,Pyruvate metabolism and Citric Acid (TCA) cycle,isPartOf,kegg,path:hsa01200,Carbon metabolism - Homo sapiens (human)
kegg,path:hsa01200,Carbon metabolism - Homo sapiens (human),isPartOf,reactome,R-HSA-6791465,Pentose phosphate pathway disease
reactome,R-HSA-70171,Glycolysis,isPartOf,kegg,path:hsa01200,Carbon metabolism - Homo sapiens (human)
kegg,path:hsa04260,Cardiac muscle contraction - Homo sapiens (human),isPartOf,reactome,R-HSA-397014,Muscle contraction
kegg,path:hsa04514,Cell adhesion molecules (CAMs) - Homo sapiens (human),isPartOf,reactome,R-HSA-421270,Cell-cell junction organization
reactome,R-HSA-447043,Neurofascin interactions,isPartOf,kegg,path:hsa04514,Cell adhesion molecules (CAMs) - Homo sapiens (human)
reactome,R-HSA-421270,Cell-cell junction organization,isPartOf,kegg,path:hsa04514,Cell adhesion molecules (CAMs) - Homo sapiens (human)
kegg,path:hsa04514,Cell adhesion molecules (CAMs) - Homo sapiens (human),isPartOf,reactome,R-HSA-420029,Tight junction interactions
kegg,path:hsa04110,Cell cycle - Homo sapiens (human),equivalentTo,reactome,R-HSA-1640170,Cell Cycle
kegg,path:hsa04218,Cellular senescence - Homo sapiens (human),equivalentTo,reactome,R-HSA-2559583,Cellular Senescence
reactome,R-HSA-380108,Chemokine receptors bind chemokines,isPartOf,kegg,path:hsa04062,Chemokine signaling pathway - Homo sapiens (human)
reactome,R-HSA-8964041,LDL remodeling,isPartOf,kegg,path:hsa04979,Cholesterol metabolism - Homo sapiens (human)
reactome,R-HSA-8963888,Chylomicron assembly,isPartOf,kegg,path:hsa04979,Cholesterol metabolism - Homo sapiens (human)
kegg,path:hsa04979,Cholesterol metabolism - Homo sapiens (human),isPartOf,reactome,R-HSA-1430728,Metabolism
reactome,R-HSA-8964011,HDL clearance,isPartOf,kegg,path:hsa04979,Cholesterol metabolism - Homo sapiens (human)
reactome,R-HSA-8964058,HDL remodeling,isPartOf,kegg,path:hsa04979,Cholesterol metabolism - Homo sapiens (human)
reactome,R-HSA-8963901,Chylomicron remodeling,isPartOf,kegg,path:hsa04979,Cholesterol metabolism - Homo sapiens (human)
reactome,R-HSA-8964043,Plasma lipoprotein clearance,isPartOf,kegg,path:hsa04979,Cholesterol metabolism - Homo sapiens (human)
reactome,R-HSA-8963898,Plasma lipoprotein assembly,isPartOf,kegg,path:hsa04979,Cholesterol metabolism - Homo sapiens (human)
reactome,R-HSA-8866423,VLDL assembly,isPartOf,kegg,path:hsa04979,Cholesterol metabolism - Homo sapiens (human)
reactome,R-HSA-8964026,Chylomicron clearance,isPartOf,kegg,path:hsa04979,Cholesterol metabolism - Homo sapiens (human)
reactome,R-HSA-8964038,LDL clearance,isPartOf,kegg,path:hsa04979,Cholesterol metabolism - Homo sapiens (human)
reactome,R-HSA-390648,Muscarinic acetylcholine receptors,isPartOf,kegg,path:hsa04725,Cholinergic synapse - Homo sapiens (human)
kegg,path:hsa00020,Citrate cycle (TCA cycle) - Homo sapiens (human),equivalentTo,reactome,R-HSA-71403,Citric acid cycle (TCA cycle)
reactome,R-HSA-5632927,Defective Mismatch Repair Associated With MSH3,isPartOf,kegg,path:hsa05210,Colorectal cancer - Homo sapiens (human)
reactome,R-HSA-5632928,Defective Mismatch Repair Associated With MSH2,isPartOf,kegg,path:hsa05210,Colorectal cancer - Homo sapiens (human)
reactome,R-HSA-5632968,Defective Mismatch Repair Associated With MSH6,isPartOf,kegg,path:hsa05210,Colorectal cancer - Homo sapiens (human)
kegg,path:hsa04610,Complement and coagulation cascades - Homo sapiens (human),isPartOf,reactome,R-HSA-168256,Immune System
reactome,R-HSA-109582,Hemostasis,isPartOf,kegg,path:hsa04610,Complement and coagulation cascades - Homo sapiens (human)
reactome,R-HSA-173736,Alternative complement activation,isPartOf,kegg,path:hsa04610,Complement and coagulation cascades - Homo sapiens (human)
reactome,R-HSA-174577,Activation of C3 and C5,isPartOf,kegg,path:hsa04610,Complement and coagulation cascades - Homo sapiens (human)
reactome,R-HSA-977606,Regulation of Complement cascade,isPartOf,kegg,path:hsa04610,Complement and coagulation cascades - Homo sapiens (human)
reactome,R-HSA-166658,Complement cascade,isPartOf,kegg,path:hsa04610,Complement and coagulation cascades - Homo sapiens (human)
reactome,R-HSA-140875,Common Pathway of Fibrin Clot Formation,isPartOf,kegg,path:hsa04610,Complement and coagulation cascades - Homo sapiens (human)
reactome,R-HSA-140877,Formation of Fibrin Clot (Clotting Cascade),isPartOf,kegg,path:hsa04610,Complement and coagulation cascades - Homo sapiens (human)
reactome,R-HSA-75205,Dissolution of Fibrin Clot,isPartOf,kegg,path:hsa04610,Complement and coagulation cascades - Homo sapiens (human)
reactome,R-HSA-166665,Terminal pathway of complement,isPartOf,kegg,path:hsa04610,Complement and coagulation cascades - Homo sapiens (human)
reactome,R-HSA-140834,Extrinsic Pathway of Fibrin Clot Formation,isPartOf,kegg,path:hsa04610,Complement and coagulation cascades - Homo sapiens (human)
reactome,R-HSA-140837,Intrinsic Pathway of Fibrin Clot Formation,isPartOf,kegg,path:hsa04610,Complement and coagulation cascades - Homo sapiens (human)
reactome,R-HSA-193993,Mineralocorticoid biosynthesis,isPartOf,kegg,path:hsa04927,Cortisol synthesis and secretion - Homo sapiens (human)
reactome,R-HSA-6807047,Cholesterol biosynthesis via desmosterol,isPartOf,kegg,path:hsa04927,Cortisol synthesis and secretion - Homo sapiens (human)
reactome,R-HSA-6807062,Cholesterol biosynthesis via lathosterol,isPartOf,kegg,path:hsa04927,Cortisol synthesis and secretion - Homo sapiens (human)
reactome,R-HSA-194002,Glucocorticoid biosynthesis,isPartOf,kegg,path:hsa04927,Cortisol synthesis and secretion - Homo sapiens (human)
kegg,path:hsa04927,Cortisol synthesis and secretion - Homo sapiens (human),isPartOf,reactome,R-HSA-1430728,Metabolism
kegg,path:hsa00270,Cysteine and methionine metabolism - Homo sapiens (human),isPartOf,reactome,R-HSA-1614635,Sulfur amino acid metabolism
reactome,R-HSA-1614603,Cysteine formation from homocysteine,isPartOf,kegg,path:hsa00270,Cysteine and methionine metabolism - Homo sapiens (human)
kegg,path:hsa00270,Cysteine and methionine metabolism - Homo sapiens (human),isPartOf,reactome,R-HSA-1430728,Metabolism
kegg,path:hsa00270,Cysteine and methionine metabolism - Homo sapiens (human),isPartOf,reactome,R-HSA-71291,Metabolism of amino acids and derivatives
kegg,path:hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),isPartOf,reactome,R-HSA-1280215,Cytokine Signaling in Immune system
kegg,path:hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),isPartOf,reactome,R-HSA-168256,Immune System
reactome,R-HSA-6788467,IL-6-type cytokine receptor ligand interactions,isPartOf,kegg,path:hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human)
reactome,R-HSA-5669034,TNFs bind their physiological receptors,isPartOf,kegg,path:hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human)
reactome,R-HSA-380108,Chemokine receptors bind chemokines,isPartOf,kegg,path:hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human)
kegg,path:hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),isPartOf,reactome,R-HSA-5632681,Ligand-receptor interactions
kegg,path:hsa04623,Cytosolic DNA-sensing pathway - Homo sapiens (human),isPartOf,reactome,R-HSA-1834949,Cytosolic sensors of pathogen-associated DNA
kegg,path:hsa00472,D-Arginine and D-ornithine metabolism - Homo sapiens (human),isPartOf,reactome,R-HSA-1430728,Metabolism
kegg,path:hsa00472,D-Arginine and D-ornithine metabolism - Homo sapiens (human),isPartOf,reactome,R-HSA-71291,Metabolism of amino acids and derivatives
kegg,path:hsa00471,D-Glutamine and D-glutamate metabolism - Homo sapiens (human),isPartOf,reactome,R-HSA-71291,Metabolism of amino acids and derivatives
kegg,path:hsa00471,D-Glutamine and D-glutamate metabolism - Homo sapiens (human),isPartOf,reactome,R-HSA-1430728,Metabolism
kegg,path:hsa00471,D-Glutamine and D-glutamate metabolism - Homo sapiens (human),isPartOf,reactome,R-HSA-70614,Amino acid synthesis and interconversion (transamination)
kegg,path:hsa03030,DNA replication - Homo sapiens (human),equivalentTo,reactome,R-HSA-69306,DNA Replication
reactome,R-HSA-390651,Dopamine receptors,isPartOf,kegg,path:hsa04728,Dopaminergic synapse - Homo sapiens (human)
reactome,R-HSA-379397,Enzymatic degradation of dopamine by COMT,isPartOf,kegg,path:hsa04728,Dopaminergic synapse - Homo sapiens (human)
reactome,R-HSA-399710,Activation of AMPA receptors,isPartOf,kegg,path:hsa04728,Dopaminergic synapse - Homo sapiens (human)
reactome,R-HSA-379398,Enzymatic degradation of Dopamine by monoamine oxidase,isPartOf,kegg,path:hsa04728,Dopaminergic synapse - Homo sapiens (human)
reactome,R-HSA-141333,Biogenic amines are oxidatively deaminated to aldehydes by MAOA and MAOB,isPartOf,kegg,path:hsa04728,Dopaminergic synapse - Homo sapiens (human)
reactome,R-HSA-379401,Dopamine clearance from the synaptic cleft,isPartOf,kegg,path:hsa04728,Dopaminergic synapse - Homo sapiens (human)
reactome,R-HSA-71384,Ethanol oxidation,isPartOf,kegg,path:hsa00982,Drug metabolism - cytochrome P450 - Homo sapiens (human)
reactome,R-HSA-141333,Biogenic amines are oxidatively deaminated to aldehydes by MAOA and MAOB,isPartOf,kegg,path:hsa00982,Drug metabolism - cytochrome P450 - Homo sapiens (human)
kegg,path:hsa00982,Drug metabolism - cytochrome P450 - Homo sapiens (human),isPartOf,reactome,R-HSA-1430728,Metabolism
reactome,R-HSA-211999,CYP2E1 reactions,isPartOf,kegg,path:hsa00982,Drug metabolism - cytochrome P450 - Homo sapiens (human)
kegg,path:hsa00983,Drug metabolism - other enzymes - Homo sapiens (human),isPartOf,reactome,R-HSA-1430728,Metabolism
reactome,R-HSA-3000178,ECM proteoglycans,isPartOf,kegg,path:hsa04512,ECM-receptor interaction - Homo sapiens (human)
kegg,path:hsa04512,ECM-receptor interaction - Homo sapiens (human),isPartOf,reactome,R-HSA-1474244,Extracellular matrix organization
reactome,R-HSA-3000157,Laminin interactions,isPartOf,kegg,path:hsa04512,ECM-receptor interaction - Homo sapiens (human)
reactome,R-HSA-917729,Endosomal Sorting Complex Required For Transport (ESCRT),isPartOf,kegg,path:hsa04144,Endocytosis - Homo sapiens (human)
reactome,R-HSA-8856825,Cargo recognition for clathrin-mediated endocytosis,isPartOf,kegg,path:hsa04144,Endocytosis - Homo sapiens (human)
reactome,R-HSA-8856828,Clathrin-mediated endocytosis,isPartOf,kegg,path:hsa04144,Endocytosis - Homo sapiens (human)
reactome,R-HSA-1250342,PI3K events in ERBB4 signaling,isPartOf,kegg,path:hsa04012,ErbB signaling pathway - Homo sapiens (human)
reactome,R-HSA-1236394,Signaling by ERBB4,isPartOf,kegg,path:hsa04012,ErbB signaling pathway - Homo sapiens (human)
reactome,R-HSA-1963640,GRB2 events in ERBB2 signaling,isPartOf,kegg,path:hsa04012,ErbB signaling pathway - Homo sapiens (human)
reactome,R-HSA-6785631,ERBB2 Regulates Cell Motility,isPartOf,kegg,path:hsa04012,ErbB signaling pathway - Homo sapiens (human)
reactome,R-HSA-1963642,PI3K events in ERBB2 signaling,isPartOf,kegg,path:hsa04012,ErbB signaling pathway - Homo sapiens (human)
reactome,R-HSA-8847993,ERBB2 Activates PTK6 Signaling,isPartOf,kegg,path:hsa04012,ErbB signaling pathway - Homo sapiens (human)
reactome,R-HSA-1306955,GRB7 events in ERBB2 signaling,isPartOf,kegg,path:hsa04012,ErbB signaling pathway - Homo sapiens (human)
reactome,R-HSA-1358803,Downregulation of ERBB2:ERBB3 signaling,isPartOf,kegg,path:hsa04012,ErbB signaling pathway - Homo sapiens (human)
reactome,R-HSA-1253288,Downregulation of ERBB4 signaling,isPartOf,kegg,path:hsa04012,ErbB signaling pathway - Homo sapiens (human)
reactome,R-HSA-8863795,Downregulation of ERBB2 signaling,isPartOf,kegg,path:hsa04012,ErbB signaling pathway - Homo sapiens (human)
reactome,R-HSA-1250347,SHC1 events in ERBB4 signaling,isPartOf,kegg,path:hsa04012,ErbB signaling pathway - Homo sapiens (human)
reactome,R-HSA-1227986,Signaling by ERBB2,isPartOf,kegg,path:hsa04012,ErbB signaling pathway - Homo sapiens (human)
